pl_name,hostname,default_flag,disposition,disp_refname,pl_orbper,pl_rade,pl_radj,ttv_flag,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
EPIC 211987231.01,EPIC 211987231,1,CANDIDATE,Kruse et al. 2019,17.035203,53.0,4.7,0.0,5284.0,1.51,0.88,4.49249,293.633,11.92,10.34,11.8939
EPIC 211987231.01,EPIC 211987231,0,CANDIDATE,Kruse et al. 2019,17.04066667,2.597,0.23017258,0.0,6117.37,0.863,0.88,4.49249,293.633,11.92,10.34,11.8939
EPIC 211988320.01,EPIC 211988320,0,CANDIDATE,Kruse et al. 2019,63.84825,2.86,0.255,0.0,3973.09,0.731598,0.62,4.50191,202.801,14.822,11.36,14.1298
EPIC 211988320.01,EPIC 211988320,1,CANDIDATE,Kruse et al. 2019,63.8432,2.78,0.248,0.0,5284.0,0.594,0.88,4.49249,202.801,14.822,11.36,14.1298
EPIC 211993818.01,HIP 41232,0,CANDIDATE,Mayo et al. 2018,8.986,2.597,0.23017258,0.0,5523.32,11.8634,0.88,4.49249,322.628,7.34477,5.495,7.15841
EPIC 211993818.01,HIP 41232,1,CANDIDATE,Mayo et al. 2018,8.986648,143.0368808,12.76,0.0,5265.0,4.260594,0.88,3.2,322.628,7.34477,5.495,7.15841
EPIC 211995325.01,EPIC 211995325,1,CANDIDATE,Adams et al. 2016,0.279258,8.41,0.75,0.0,4071.0,0.62,0.88,4.838,163.746,12.977,14.987,19.4138
EPIC 211995398.01,EPIC 211995398,0,CANDIDATE,Kruse et al. 2019,32.576,2.597,0.23017258,0.0,4217.0,0.694468,0.66,4.57431,738.829,17.192,13.908,16.7046
EPIC 211995398.01,EPIC 211995398,1,CANDIDATE,Kruse et al. 2019,32.5795,10.44,0.9314,0.0,5284.0,0.633,0.88,4.49249,738.829,17.192,13.908,16.7046
EPIC 211997641.01,EPIC 211997641,1,CANDIDATE,Yu et al. 2018,1.744546,2.597,0.23017258,0.0,6530.0,2.316,0.88,3.921,1006.1,13.227,11.432,12.866
EPIC 212002525.01,EPIC 212002525,1,FALSE POSITIVE,Rizzuto et al. 2017,11.6158,2.597,0.23017258,0.0,3189.0,0.339085,0.32159,4.88475,188.025,19.15,13.136,17.0811
EPIC 212008766.02,K2-274,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,74.8,4.34,0.38718953,0.0,5044.0,0.7,0.79,4.64,228.327,13.181,10.986,12.8852
EPIC 212009150.01,EPIC 212009150,1,CANDIDATE,Kruse et al. 2019,6.83292,1.3,0.12,0.0,5284.0,0.18,0.88,4.49249,100.558,17.33,12.62,16.2824
EPIC 212009427.01,EPIC 212009427,0,FALSE POSITIVE,Rizzuto et al. 2017,0.778,2.597,0.23017258,0.0,3859.0,0.779314,0.595,4.42916,183.229,14.734,10.767,14.0006
EPIC 212009427.01,EPIC 212009427,1,FALSE POSITIVE,Rizzuto et al. 2017,0.77845,2.597,0.23017258,0.0,3859.0,0.779314,0.595,4.42916,183.229,14.734,10.767,14.0006
EPIC 212009702.01,EPIC 212009702,1,FALSE POSITIVE,Yu et al. 2018,0.923861,2.597,0.23017258,0.0,6235.06,1.90631,1.21,3.96046,1072.93,13.503,12.028,13.1598
EPIC 212010565.01,EPIC 212010565,1,FALSE POSITIVE,Yu et al. 2018,2.851451,2.597,0.23017258,0.0,7137.0,2.22321,1.59,3.9455,2882.33,14.51,13.171,14.4
EPIC 212012387.01,EPIC 212012387,1,FALSE POSITIVE,Yu et al. 2018,3.244126,2.597,0.23017258,0.0,4274.11,0.987047,0.67,4.27547,306.822,14.24,11.328,13.8819
EPIC 212019055.01,EPIC 212019055,1,FALSE POSITIVE,Yu et al. 2018,0.821436,2.597,0.23017258,0.0,6046.46,1.5043,1.12,4.13261,655.284,12.845,11.428,12.7189
EPIC 212020442.01,EPIC 212020442,1,FALSE POSITIVE,Yu et al. 2018,3.888853,2.597,0.23017258,0.0,3693.0,0.696024,0.660661,4.5728,174.95,14.984,10.773,13.9939
EPIC 212024647.01,EPIC 212024647,1,FALSE POSITIVE,Yu et al. 2018,3.696871,2.597,0.23017258,0.0,6401.57,1.47855,1.285,4.2073,218.506,10.236,8.917,10.1143
EPIC 212024672.01,EPIC 212024672,1,CANDIDATE,Yu et al. 2018,3.697161,2.597,0.23017258,0.0,3120.0,0.245,0.88,4.991,474.3418,19.28,14.015,18.0204
EPIC 212026226.01,EPIC 212026226,1,FALSE POSITIVE,Yu et al. 2018,1.769505,2.597,0.23017258,0.0,5988.0,1.16794,1.1,4.34462,2873.75,16.7332,15.11,16.5941
EPIC 212033577.01,EPIC 212033577,1,CANDIDATE,Yu et al. 2018,23.702342,2.597,0.23017258,0.0,6280.0,1.869,0.88,4.021,549.485,12.075,10.565,11.8289
EPIC 212035441.01,EPIC 212035441,1,CANDIDATE,Zink et al. 2021,2.714743,1.198,0.10687859,0.0,3634.0,0.415,0.397,4.802,196.9,17.8046,12.715,16.4913
EPIC 212036875.01,EPIC 212036875,1,CANDIDATE,Yu et al. 2018,5.169887,9.1,0.81,0.0,6830.0,1.45,0.88,4.256,306.57,10.95,9.774,10.9148
EPIC 212036875.01,EPIC 212036875,0,CANDIDATE,Yu et al. 2018,5.1699026,9.23587,0.82397055,0.0,6283.4,1.48,0.88,4.18,306.57,10.95,9.774,10.9148
EPIC 212037403.01,EPIC 212037403,1,FALSE POSITIVE,Yu et al. 2018,3.40819,2.597,0.23017258,0.0,5416.13,0.849526,0.943,4.55423,377.273,13.451,11.303,13.3096
EPIC 212039539.01,EPIC 212039539,1,FALSE POSITIVE,Yu et al. 2018,2.22982,2.597,0.23017258,0.0,7391.0,2.26072,1.69,3.95746,847.096,11.533,10.582,11.5653
EPIC 212040382.01,EPIC 212040382,1,CANDIDATE,Yu et al. 2018,4.445559,15.9,1.42,0.0,6520.0,2.237,0.88,3.932,923.354,12.855,11.286,12.5066
EPIC 212040382.01,EPIC 212040382,0,CANDIDATE,Yu et al. 2018,4.4455436,15.8181,1.41119879,0.0,6355.8,2.11,0.88,3.89,923.354,12.855,11.286,12.5066
EPIC 212041206.01,EPIC 212041206,1,CANDIDATE,Yu et al. 2018,23.917716,2.597,0.23017258,0.0,5050.0,0.828,0.88,4.507,459.87,15.236,12.265,14.7464
EPIC 212041476.01,EPIC 212041476,1,CANDIDATE,Yu et al. 2018,2.783705,2.4,0.21,0.0,5890.0,0.939,0.88,4.487,275.839,11.717,10.626,12.0948
EPIC 212044495.01,EPIC 212044495,1,FALSE POSITIVE,Yu et al. 2018,1.830767,2.597,0.23017258,0.0,6141.42,0.98712,1.16,4.51379,453.469,12.974,11.345,12.8098
EPIC 212048046.01,EPIC 212048046,1,CANDIDATE,Zink et al. 2021,9.375266,3.545,0.31626426,0.0,4571.0,0.747,0.804,4.597,529.649,15.348,12.853,15.114
EPIC 212048503.01,EPIC 212048503,1,FALSE POSITIVE,Yu et al. 2018,0.617674,2.597,0.23017258,0.0,5271.68,1.10095,0.9,4.30878,551.825,13.882,11.663,13.7189
EPIC 212052250.01,EPIC 212052250,1,CANDIDATE,Yu et al. 2018,0.986765,2.597,0.23017258,0.0,6080.0,1.4,0.88,4.201,1209.91,14.915,13.025,14.685
EPIC 212053988.01,EPIC 212053988,1,FALSE POSITIVE,Yu et al. 2018,0.579309,2.597,0.23017258,0.0,4888.0,0.999114,0.8,4.34193,804.474,15.156,12.812,15.139
EPIC 212060710.01,EPIC 212060710,1,FALSE POSITIVE,Yu et al. 2018,1.204338,2.597,0.23017258,0.0,5633.43,0.907171,1.0,4.52269,712.719,14.629,12.446,14.3504
EPIC 212060895.01,EPIC 212060895,1,FALSE POSITIVE,Yu et al. 2018,0.604228,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,264.78,17.3582,14.076,16.9104
EPIC 212066407.01,EPIC 212066407,1,CANDIDATE,Kruse et al. 2019,0.8218241,6.1,0.54,0.0,5284.0,2.66,0.88,4.49249,905.484,12.38,10.844,12.2705
EPIC 212066407.01,EPIC 212066407,0,CANDIDATE,Kruse et al. 2019,0.82182448,2.597,0.23017258,0.0,5990.46,2.64987,1.1,3.63301,905.484,12.38,10.844,12.2705
EPIC 212066407.01,EPIC 212066407,0,CANDIDATE,Kruse et al. 2019,0.822,2.597,0.23017258,0.0,5990.46,2.64987,1.1,3.63301,905.484,12.38,10.844,12.2705
EPIC 212066805.01,EPIC 212066805,1,FALSE POSITIVE,Yu et al. 2018,0.816734,2.597,0.23017258,0.0,6318.08,1.79519,1.245,4.02502,292.97,10.566,9.245,10.3791
EPIC 212068493.01,EPIC 212068493,1,CANDIDATE,Yu et al. 2018,14.220246,2.597,0.23017258,0.0,6130.0,1.461,0.88,4.185,644.775,13.299,11.489,13.008
EPIC 212069706.01,EPIC 212069706,1,FALSE POSITIVE,Yu et al. 2018,0.547674,2.597,0.23017258,0.0,4926.69,0.786265,0.81,4.55541,478.589,14.864,12.428,14.4664
EPIC 212071939.01,EPIC 212071939,1,FALSE POSITIVE,Yu et al. 2018,1.743013,2.597,0.23017258,0.0,7935.6,2.95299,1.9,3.7763,3310.66,13.921,12.946,13.637
EPIC 212075294.01,EPIC 212075294,1,FALSE POSITIVE,Yu et al. 2018,0.55082,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,264.78,16.18,13.413,15.8552
EPIC 212075842.01,EPIC 212075842,1,FALSE POSITIVE,Yu et al. 2018,1.153456,2.597,0.23017258,0.0,5378.01,2.96865,0.88,4.49249,2293.47,14.993,12.845,14.5646
EPIC 212082682.01,EPIC 212082682,1,FALSE POSITIVE,Yu et al. 2018,3.797473,2.597,0.23017258,0.0,5024.68,0.785698,0.84,4.57184,573.461,14.994,12.623,14.7551
EPIC 212083250.01,EPIC 212083250,1,FALSE POSITIVE,Yu et al. 2018,0.518748,2.597,0.23017258,0.0,6490.0,1.31192,1.33,4.32611,428.79,11.949,10.585,11.7952
EPIC 212083455.01,EPIC 212083455,1,FALSE POSITIVE,Yu et al. 2018,0.518754,2.597,0.23017258,0.0,5514.41,0.878754,0.968,4.53621,204.192,12.155,10.23,11.7836
EPIC 212085654.01,EPIC 212085654,1,FALSE POSITIVE,Yu et al. 2018,0.98972,2.597,0.23017258,0.0,5424.29,1.13922,0.94,4.29798,689.484,14.228,12.097,13.969
EPIC 212085740.01,EPIC 212085740,1,FALSE POSITIVE,Yu et al. 2018,4.845561,2.597,0.23017258,0.0,5723.1,1.15426,1.02,4.32206,692.795,13.981,12.171,13.702
EPIC 212086717.01,EPIC 212086717,1,FALSE POSITIVE,Yu et al. 2018,0.643142,2.597,0.23017258,0.0,5412.54,1.05452,0.94,4.36509,780.54,14.943,12.46,14.4661
EPIC 212096658.01,HIP 41431,1,CANDIDATE,Yu et al. 2018,1.466473,2.597,0.23017258,0.0,4570.0,0.981,0.88,4.413,49.7797,10.89,7.192,10.1517
EPIC 212099230.01,EPIC 212099230,0,CANDIDATE,Yu et al. 2018,7.1123703,1.85858,0.16581169,0.0,5595.7,0.91,0.88,4.52,123.647,10.794,8.873,10.5241
EPIC 212099230.01,EPIC 212099230,1,CANDIDATE,Yu et al. 2018,7.112134,2.7,0.24,0.0,5800.0,1.042,0.88,4.409,123.647,10.794,8.873,10.5241
EPIC 212099230.01,EPIC 212099230,0,CANDIDATE,Yu et al. 2018,7.112,2.597,0.23017258,0.0,5595.68,0.909317,0.989,4.51583,123.647,10.794,8.873,10.5241
EPIC 212099230.01,EPIC 212099230,0,CANDIDATE,Yu et al. 2018,7.11047482,2.597,0.23017258,0.0,5595.68,0.909317,0.989,4.51583,123.647,10.794,8.873,10.5241
EPIC 212099230.01,EPIC 212099230,0,CANDIDATE,Yu et al. 2018,7.112273,3.2,0.29,0.0,5284.0,0.96,0.88,4.49249,123.647,10.794,8.873,10.5241
EPIC 212109233.01,EPIC 212109233,1,FALSE POSITIVE,Yu et al. 2018,1.991357,2.597,0.23017258,0.0,6118.76,1.26082,1.15,4.29746,521.625,12.777,11.366,12.5995
EPIC 212110007.01,EPIC 212110007,0,FALSE POSITIVE,Yu et al. 2018,16.7004351,2.597,0.23017258,0.0,5018.76,1.09979,0.83,4.27453,619.729,14.574,12.176,14.2154
EPIC 212110007.01,EPIC 212110007,1,FALSE POSITIVE,Yu et al. 2018,16.709659,2.597,0.23017258,0.0,5018.76,1.09979,0.83,4.27453,619.729,14.574,12.176,14.2154
EPIC 212114260.01,EPIC 212114260,1,CANDIDATE,Yu et al. 2018,20.016917,2.597,0.23017258,0.0,5790.0,0.97,0.88,4.451,312.174,12.461,10.846,12.3154
EPIC 212115388.01,EPIC 212115388,1,FALSE POSITIVE,Yu et al. 2018,1.488249,2.597,0.23017258,0.0,4080.0,0.982781,0.638,4.25797,372.01,14.982,11.713,14.6332
EPIC 212116340.01,EPIC 212116340,1,FALSE POSITIVE,Yu et al. 2018,0.610205,2.597,0.23017258,0.0,5470.83,1.18417,0.88,4.49249,206.923,12.342,10.295,12.0773
EPIC 212117087.01,EPIC 212117087,1,FALSE POSITIVE,Yu et al. 2018,1.07639,2.597,0.23017258,0.0,6523.0,1.6002,1.34,4.15682,587.214,12.249,10.858,12.032
EPIC 212120773.01,EPIC 212120773,1,CANDIDATE,Kruse et al. 2019,5.17518,1.53,0.136,0.0,5284.0,0.826,0.88,4.49249,312.43,13.411,11.235,13.0906
EPIC 212133517.01,EPIC 212133517,1,CANDIDATE,Barros et al. 2016,9.73605539,2.597,0.23017258,0.0,5508.0,0.946449,0.97,4.47265,465.051,13.628,11.818,13.4356
EPIC 212136123.01,EPIC 212136123,1,CANDIDATE,Kruse et al. 2019,2.22645,2.6,0.23,0.0,5284.0,0.782,0.88,4.49249,569.614,15.072,12.855,14.7975
EPIC 212136123.01,EPIC 212136123,0,CANDIDATE,Kruse et al. 2019,2.226,2.597,0.23017258,0.0,5013.0,0.778333,0.83,4.57482,569.614,15.072,12.855,14.7975
EPIC 212138198.01,EPIC 212138198,0,CANDIDATE,Mayo et al. 2018,3.209185,40.1,3.58,0.0,5284.0,0.89,0.88,4.49249,238.775,13.142,10.88,12.9416
EPIC 212138198.01,EPIC 212138198,1,CANDIDATE,Mayo et al. 2018,3.209149,5.27465763,0.47,0.0,5182.0,0.839324,0.88,4.55,238.775,13.142,10.88,12.9416
EPIC 212138198.01,EPIC 212138198,0,CANDIDATE,Mayo et al. 2018,3.2092033,6.33877,0.56550816,0.0,5060.5,0.91,0.88,4.49249,238.775,13.142,10.88,12.9416
EPIC 212138198.01,EPIC 212138198,0,CANDIDATE,Mayo et al. 2018,3.209,2.597,0.23017258,0.0,5060.51,0.910204,0.88,4.49249,238.775,13.142,10.88,12.9416
EPIC 212141021.01,EPIC 212141021,0,CANDIDATE,Kruse et al. 2019,2.918,2.597,0.23017258,0.0,4996.93,0.763904,0.828,4.59002,274.014,13.525,11.242,13.2686
EPIC 212141021.01,EPIC 212141021,1,CANDIDATE,Kruse et al. 2019,2.91825,1.65,0.147,0.0,5284.0,0.776,0.88,4.49249,274.014,13.525,11.242,13.2686
EPIC 212150006.01,EPIC 212150006,0,CANDIDATE,Kruse et al. 2019,0.898216,4.02,0.359,0.0,5528.0,0.82,0.88,4.482,264.78,14.858,12.948,14.6651
EPIC 212150006.01,EPIC 212150006,1,CANDIDATE,Kruse et al. 2019,0.898344,9.8,0.87,0.0,5284.0,0.9,0.88,4.49249,264.78,14.858,12.948,14.6651
EPIC 212150006.01,EPIC 212150006,0,CANDIDATE,Kruse et al. 2019,0.898,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,264.78,14.858,12.948,14.6651
EPIC 212150006.01,EPIC 212150006,0,CANDIDATE,Kruse et al. 2019,0.89803906,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,264.78,14.858,12.948,14.6651
EPIC 212150006.01,EPIC 212150006,0,CANDIDATE,Kruse et al. 2019,0.898312,32.0,2.85,0.0,5284.0,0.79,0.88,4.49249,264.78,14.858,12.948,14.6651
EPIC 212152341.01,EPIC 212152341,1,CANDIDATE,Pope et al. 2016,6.676,2.597,0.23017258,0.0,4036.0,0.863,0.88,4.49249,769.424,19.6298,10.711500000000001,19.0658
EPIC 212154158.01,EPIC 212154158,1,FALSE POSITIVE,Yu et al. 2018,1.023613,2.597,0.23017258,0.0,6658.58,2.97485,1.4,3.63727,1223.87,12.267,11.044,12.1703
EPIC 212159514.01,EPIC 212159514,1,CANDIDATE,Yu et al. 2018,0.545702,2.597,0.23017258,0.0,5330.0,4.752,0.88,3.514,2031.74,14.055,11.749,13.7199
EPIC 212159623.01,EPIC 212159623,1,CANDIDATE,Kruse et al. 2019,4.70751,1.52,0.136,0.0,5284.0,0.998,0.88,4.49249,329.537,12.497,10.922,12.3979
EPIC 212163353.01,EPIC 212163353,1,FALSE POSITIVE,Yu et al. 2018,5.173531,2.597,0.23017258,0.0,5188.24,1.14689,0.88,4.2635,509.353,13.806,11.526,13.5264
EPIC 212171851.01,EPIC 212171851,1,FALSE POSITIVE,Yu et al. 2018,5.489456,2.597,0.23017258,0.0,5151.0,3.27338,0.88,4.49249,1869.17,14.371,11.894,14.1039
EPIC 212175087.01,EPIC 212175087,1,FALSE POSITIVE,Yu et al. 2018,0.699705,2.597,0.23017258,0.0,6804.44,2.09781,1.46,3.95889,1531.04,13.34,12.27,13.3519
EPIC 212181307.01,EPIC 212181307,1,FALSE POSITIVE,Yu et al. 2018,0.555317,2.597,0.23017258,0.0,5295.0,1.07851,0.91,4.33146,1347.23,15.903,13.728,15.6827
EPIC 212181460.01,EPIC 212181460,1,FALSE POSITIVE,Yu et al. 2018,0.569192,2.597,0.23017258,0.0,6510.0,1.51974,1.34,4.20163,1683.08,14.768,13.407,14.4458
EPIC 212182233.01,EPIC 212182233,1,FALSE POSITIVE,Yu et al. 2018,0.751394,2.597,0.23017258,0.0,5480.0,1.27317,0.96,4.21057,1295.54,15.421,13.335,15.0404
EPIC 212194007.01,EPIC 212194007,1,CANDIDATE,Yu et al. 2018,1.17715,2.597,0.23017258,0.0,6390.0,2.529,0.88,3.846,920.972,12.809,11.096,12.6655
EPIC 212207194.01,EPIC 212207194,1,FALSE POSITIVE,Yu et al. 2018,9.148701,2.597,0.23017258,0.0,6072.0,1.8215,1.13,3.97029,599.545,12.246,10.803,12.128
EPIC 212207368.01,EPIC 212207368,1,CANDIDATE,Yu et al. 2018,1.190316,2.597,0.23017258,0.0,3420.0,0.335,0.88,4.916,157.625,16.87,12.747,15.8929
EPIC 212208163.01,EPIC 212208163,1,FALSE POSITIVE,Yu et al. 2018,2.724469,2.597,0.23017258,0.0,6707.0,1.60222,1.42,4.18091,2967.26,15.639,14.182,15.4373
EPIC 212210390.01,EPIC 212210390,1,FALSE POSITIVE,Yu et al. 2018,12.886147,2.597,0.23017258,0.0,5033.0,0.805017,0.84,4.55074,278.166,13.375,11.196,13.1188
EPIC 212214592.01,EPIC 212214592,1,FALSE POSITIVE,Yu et al. 2018,0.723102,2.597,0.23017258,0.0,5897.77,1.19162,1.07,4.31518,700.399,13.478,11.898,13.4893
EPIC 212219881.01,EPIC 212219881,1,CANDIDATE,Yu et al. 2018,6.924808,8.5,0.76,0.0,5300.0,0.795,0.88,4.55,767.471,15.539,13.408,15.1695
EPIC 212221986.01,EPIC 212221986,1,FALSE POSITIVE,Yu et al. 2018,0.526018,2.597,0.23017258,0.0,3614.0,0.671247,0.642823,4.59239,265.78,14.09,11.807,15.258
EPIC 212223307.01,EPIC 212223307,1,CANDIDATE,Yu et al. 2018,1.190354,2.597,0.23017258,0.0,6350.0,2.407,0.88,3.88,329.005,10.152,8.872,10.1093
EPIC 212225413.01,EPIC 212225413,1,FALSE POSITIVE,Yu et al. 2018,0.793048,2.597,0.23017258,0.0,5459.0,1.76335,0.95,3.92312,888.636,13.723,11.814,13.5606
EPIC 212225806.01,EPIC 212225806,1,FALSE POSITIVE,Yu et al. 2018,0.594392,2.597,0.23017258,0.0,5552.0,0.863,0.88,4.49249,913.25,15.331,13.595,15.3063
EPIC 212225986.01,EPIC 212225986,1,FALSE POSITIVE,Yu et al. 2018,1.160308,2.597,0.23017258,0.0,4331.0,0.883616,0.677,4.37613,228.349,14.001,10.76,13.3883
EPIC 212227092.01,EPIC 212227092,1,CANDIDATE,Yu et al. 2018,5.190254,2.597,0.23017258,0.0,3120.0,0.645,0.88,3.97,207.293,17.27,12.255,16.0693
EPIC 212228567.01,EPIC 212228567,1,CANDIDATE,Zink et al. 2021,11.480611,23.562,2.10206446,0.0,4692.0,5.415,1.48,3.138,2622.55,14.69,12.002,14.4279
EPIC 212228588.01,EPIC 212228588,1,FALSE POSITIVE,Yu et al. 2018,0.59812,2.597,0.23017258,0.0,4142.0,0.935307,0.65,4.30907,323.769,14.821,11.51,14.3479
EPIC 212228994.01,EPIC 212228994,1,CANDIDATE,Yu et al. 2018,1.095841,2.597,0.23017258,0.0,5920.0,1.906,0.88,3.996,908.898,13.424,11.72,13.1782
EPIC 212270970.01,EPIC 212270970,0,CANDIDATE,Kruse et al. 2019,1.717,2.597,0.23017258,0.0,6049.0,1.69089,1.13,4.03491,941.744,13.675,11.899,13.3498
EPIC 212270970.01,EPIC 212270970,1,CANDIDATE,Kruse et al. 2019,0.7165461,25.5,2.27,0.0,5284.0,1.754,0.88,4.49249,941.744,13.675,11.899,13.3498
EPIC 212278644.01,EPIC 212278644,1,CANDIDATE,Pope et al. 2016,12.426,2.597,0.23017258,0.0,5926.0,1.34653,1.08,4.21306,936.196,14.319,12.497,13.9996
EPIC 212283840.01,EPIC 212283840,1,CANDIDATE,Zink et al. 2021,16.715029,3.402,0.30350663,0.0,5406.0,0.854,0.821,4.49,376.519,13.765,11.624,13.6787
EPIC 212294561.01,EPIC 212294561,1,CANDIDATE,Barros et al. 2016,2.76294135,2.597,0.23017258,0.0,5794.0,0.787867,1.04,4.66219,348.015,13.294,11.53,13.1627
EPIC 212297394 b,EPIC 212297394,0,CONFIRMED,Heller et al. 2019,2.28943,1.323,0.11803015,0.0,5284.0,0.863,0.829,4.49249,418.395,14.611,12.186,14.1864
EPIC 212297394 b,EPIC 212297394,0,CONFIRMED,Heller et al. 2019,2.28896,1.83,0.163,0.0,5284.0,0.749,0.88,4.49249,418.395,14.611,12.186,14.1864
EPIC 212297394 b,EPIC 212297394,1,CONFIRMED,Heller et al. 2019,2.289363,1.48,0.13203698,0.0,5171.0,0.8,0.83,4.55,418.395,14.611,12.186,14.1864
EPIC 212297394 c,EPIC 212297394,0,CONFIRMED,de Leon et al. 2021,5.213,2.597,0.23017258,0.0,5008.0,0.776343,0.831,4.57756,418.395,14.611,12.186,14.1864
EPIC 212297394 c,EPIC 212297394,1,CONFIRMED,de Leon et al. 2021,5.213965,2.27,0.20251618,0.0,5171.0,0.8,0.83,4.55,418.395,14.611,12.186,14.1864
EPIC 212297394 c,EPIC 212297394,0,CONFIRMED,de Leon et al. 2021,5.21378,2.29,0.204,0.0,5284.0,0.749,0.88,4.49249,418.395,14.611,12.186,14.1864
EPIC 212301649.01,EPIC 212301649,1,CANDIDATE,Pope et al. 2016,1.225,2.597,0.23017258,0.0,5222.0,0.836336,0.89,4.5427,461.318,14.447,12.122,14.1098
EPIC 212303338.01,EPIC 212303338,1,CANDIDATE,Mayo et al. 2018,0.595621,0.58303133,0.05,0.0,5338.0,0.863058,0.88,4.51,80.3025,10.127,7.912,9.84344
EPIC 212304395.01,EPIC 212304395,1,CANDIDATE,Kruse et al. 2019,1.605718,16.0,1.4,0.0,5284.0,1.9,0.88,4.49249,551.776,15.054,12.448,14.4072
EPIC 212310244.01,EPIC 212310244,1,CANDIDATE,Pope et al. 2016,6.669,2.597,0.23017258,0.0,5048.0,0.871771,0.84,4.48154,453.754,14.473,12.092,14.046
EPIC 212311834.01,EPIC 212311834,1,CANDIDATE,Petigura et al. 2018,17.788652,47.8,4.26,0.0,5284.0,0.76,0.88,4.49249,805.825,14.939,12.762,14.5983
EPIC 212315941.01,EPIC 212315941,1,CANDIDATE,Kruse et al. 2019,12.93562,33.6,3.0,0.0,5284.0,1.511,0.88,4.49249,375.092,14.683,12.175,14.3986
EPIC 212315941.01,EPIC 212315941,0,CANDIDATE,Kruse et al. 2019,12.9348816,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,375.092,14.683,12.175,14.3986
EPIC 212315941.02,EPIC 212315941,1,CANDIDATE,Kruse et al. 2019,51.735,15.3,1.36,0.0,5284.0,1.511,0.88,4.49249,375.092,14.683,12.175,14.3986
EPIC 212321305.01,EPIC 212321305,1,CANDIDATE,Kruse et al. 2019,34.1365,10.54,0.9403,0.0,5284.0,1.791,0.88,4.49249,1138.25,14.511,12.467,14.0925
EPIC 212321305.01,EPIC 212321305,0,CANDIDATE,Kruse et al. 2019,34.144,2.597,0.23017258,0.0,5690.0,1.68987,1.01,3.98668,1138.25,14.511,12.467,14.0925
EPIC 212328538.01,EPIC 212328538,1,CANDIDATE,Kruse et al. 2019,3.56467,1.62,0.145,0.0,5284.0,0.564,0.88,4.49249,267.728,15.294,12.002,14.732
EPIC 212329106.01,EPIC 212329106,1,CANDIDATE,Kruse et al. 2019,21.0791,2.71,0.242,0.0,5284.0,1.362,0.88,4.49249,569.102,13.091,11.309,12.8021
EPIC 212330265.01,EPIC 212330265,1,CANDIDATE,Kruse et al. 2019,4.17458,1.08,0.0964,0.0,5284.0,0.28,0.88,4.49249,177.501,15.832,11.655,15.002
EPIC 212330265.01,EPIC 212330265,0,CANDIDATE,Kruse et al. 2019,4.174,2.597,0.23017258,0.0,3620.0,0.539055,0.535304,4.7034,177.501,15.832,11.655,15.002
EPIC 212346723.01,EPIC 212346723,1,CANDIDATE,Kruse et al. 2019,15.9489,2.48,0.221,0.0,5284.0,1.29,0.88,4.49249,620.59,13.347,11.696,13.0054
EPIC 212351026.01,EPIC 212351026,0,CANDIDATE,Barros et al. 2016,2.548,2.597,0.23017258,0.0,3545.0,0.515866,0.513515,4.72355,132.918,15.506,11.165,14.5263
EPIC 212351026.01,EPIC 212351026,1,CANDIDATE,Barros et al. 2016,2.55068936,2.597,0.23017258,0.0,3545.0,0.515866,0.513515,4.72355,132.918,15.506,11.165,14.5263
EPIC 212351405.01,EPIC 212351405,1,CANDIDATE,Barros et al. 2016,2.549,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,264.78,14.437,11.967,14.388
EPIC 212351405.01,EPIC 212351405,0,CANDIDATE,Barros et al. 2016,2.55234671,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,264.78,14.437,11.967,14.388
EPIC 212351868.01,EPIC 212351868,1,CANDIDATE,Zink et al. 2021,2.500285,64.215,5.72888844,0.0,6051.0,2.481,1.936,3.934,308.895,9.99,8.724,9.86752
EPIC 212362217.01,EPIC 212362217,1,CANDIDATE,Kruse et al. 2019,0.6962935,3.85,0.343,0.0,5284.0,1.107,0.88,4.49249,380.58,13.472,11.054,13.1728
EPIC 212370106.01,EPIC 212370106,1,CANDIDATE,Pope et al. 2016,22.446,2.597,0.23017258,0.0,4118.0,0.693527,0.645,4.5655,333.063,15.724,12.34,15.1145
EPIC 212380207.01,EPIC 212380207,0,CANDIDATE,Kruse et al. 2019,26.147,2.597,0.23017258,0.0,5442.0,0.811187,0.949,4.59709,336.109,13.426,11.467,13.1609
EPIC 212380207.01,EPIC 212380207,1,CANDIDATE,Kruse et al. 2019,26.143,2.52,0.225,0.0,5284.0,0.8091,0.88,4.49249,336.109,13.426,11.467,13.1609
EPIC 212393193.01,EPIC 212393193,1,CANDIDATE,Pope et al. 2016,14.452,2.597,0.23017258,0.0,6318.0,1.11514,1.24,4.43683,367.105,11.922,10.773,12.0649
